# M5 趋化子图（P4 结构基础：M4 20 角色 + 全连接组上下文连接；Cook 2019）
"# 列：role, neuron_class, neurotransmitter, synapse_from, synapse_to, synapse_type, g_max_ns, delay_ms, note"
DB4,motor,ach,,,,,,subgraph node
DB5,motor,ach,,,,,,subgraph node
DB6,motor,ach,,,,,,subgraph node
DB7,motor,ach,,,,,,subgraph node
DVA,inter,ach,,,,,,subgraph node
DVC,inter,glut,,,,,,subgraph node
FLPL,sensory,glut,,,,,,subgraph node
FLPR,sensory,glut,,,,,,subgraph node
HSNR,motor,serotonin,,,,,,subgraph node
IL1DL,sensory,glut,,,,,,subgraph node
IL1DR,sensory,glut,,,,,,subgraph node
IL1R,sensory,glut,,,,,,subgraph node
IL1VL,sensory,glut,,,,,,subgraph node
IL2DL,sensory,ach,,,,,,subgraph node
IL2DR,sensory,ach,,,,,,subgraph node
IL2L,sensory,ach,,,,,,subgraph node
IL2R,sensory,ach,,,,,,subgraph node
IL2VL,sensory,ach,,,,,,subgraph node
IL2VR,sensory,ach,,,,,,subgraph node
LUAL,inter,glut,,,,,,subgraph node
LUAR,inter,glut,,,,,,subgraph node
OLLL,sensory,glut,,,,,,subgraph node
OLLR,sensory,glut,,,,,,subgraph node
OLQDL,sensory,glut,,,,,,subgraph node
OLQVL,sensory,glut,,,,,,subgraph node
OLQVR,sensory,glut,,,,,,subgraph node
PHBL,sensory,glut,,,,,,subgraph node
PHBR,sensory,glut,,,,,,subgraph node
PHCL,sensory,glut,,,,,,subgraph node
PHCR,sensory,glut,,,,,,subgraph node
PLNL,sensory,ach,,,,,,subgraph node
PLNR,sensory,ach,,,,,,subgraph node
PQR,sensory,glut,,,,,,subgraph node
PVCL,inter,ach,,,,,,subgraph node
PVCR,inter,ach,,,,,,subgraph node
PVDL,sensory,glut,,,,,,subgraph node
PVDR,sensory,glut,,,,,,subgraph node
PVNL,inter,other,,,,,,subgraph node
PVNR,inter,other,,,,,,subgraph node
PVPL,inter,ach,,,,,,subgraph node
PVPR,inter,ach,,,,,,subgraph node
PVQR,inter,glut,,,,,,subgraph node
PVR,inter,glut,,,,,,subgraph node
PVT,inter,other,,,,,,subgraph node
PVWR,inter,ach,,,,,,subgraph node
RIAL,inter,glut,,,,,,subgraph node
RIAR,inter,glut,,,,,,subgraph node
RIBL,inter,other,,,,,,subgraph node
RIBR,inter,other,,,,,,subgraph node
RICL,inter,other,,,,,,subgraph node
RICR,inter,other,,,,,,subgraph node
RID,inter,other,,,,,,subgraph node
RIFL,inter,other,,,,,,subgraph node
RIFR,inter,other,,,,,,subgraph node
RIGL,inter,glut,,,,,,subgraph node
RIGR,inter,glut,,,,,,subgraph node
RIH,inter,serotonin,,,,,,subgraph node
RIML,inter,other,,,,,,subgraph node
RIMR,inter,other,,,,,,subgraph node
RIPL,inter,other,,,,,,subgraph node
RIPR,inter,other,,,,,,subgraph node
RIR,inter,other,,,,,,subgraph node
RIS,inter,gaba,,,,,,subgraph node
RIVL,motor,other,,,,,,subgraph node
RIVR,motor,other,,,,,,subgraph node
RMDDL,motor,ach,,,,,,subgraph node
RMDDR,motor,ach,,,,,,subgraph node
RMDL,motor,ach,,,,,,subgraph node
RMDR,motor,ach,,,,,,subgraph node
RMDVL,motor,ach,,,,,,subgraph node
RMDVR,motor,ach,,,,,,subgraph node
RMED,motor,gaba,,,,,,subgraph node
RMEL,motor,gaba,,,,,,subgraph node
RMER,motor,gaba,,,,,,subgraph node
RMEV,motor,gaba,,,,,,subgraph node
RMFL,inter,other,,,,,,subgraph node
RMFR,inter,other,,,,,,subgraph node
RMGL,inter,other,,,,,,subgraph node
RMGR,inter,other,,,,,,subgraph node
RMHL,motor,other,,,,,,subgraph node
RMHR,motor,other,,,,,,subgraph node
SAADL,inter,ach,,,,,,subgraph node
SAADR,inter,ach,,,,,,subgraph node
SAAVL,inter,ach,,,,,,subgraph node
SAAVR,inter,ach,,,,,,subgraph node
SABD,motor,ach,,,,,,subgraph node
SABVL,motor,ach,,,,,,subgraph node
SABVR,motor,ach,,,,,,subgraph node
SDQL,sensory,ach,,,,,,subgraph node
SDQR,sensory,ach,,,,,,subgraph node
SIADL,motor,ach,,,,,,subgraph node
SIADR,motor,ach,,,,,,subgraph node
SIAVL,motor,ach,,,,,,subgraph node
SIAVR,motor,ach,,,,,,subgraph node
SIBDL,motor,ach,,,,,,subgraph node
SIBDR,motor,ach,,,,,,subgraph node
SIBVL,motor,ach,,,,,,subgraph node
SIBVR,motor,ach,,,,,,subgraph node
SMBDL,motor,ach,,,,,,subgraph node
SMBDR,motor,ach,,,,,,subgraph node
SMBVL,motor,ach,,,,,,subgraph node
SMBVR,motor,ach,,,,,,subgraph node
SMDDL,motor,ach,,,,,,subgraph node
SMDDR,motor,ach,,,,,,subgraph node
SMDVL,motor,ach,,,,,,subgraph node
SMDVR,motor,ach,,,,,,subgraph node
URAVL,motor,ach,,,,,,subgraph node
URAVR,motor,ach,,,,,,subgraph node
URBL,inter,ach,,,,,,subgraph node
URBR,inter,ach,,,,,,subgraph node
URXL,sensory,other,,,,,,subgraph node
URXR,sensory,other,,,,,,subgraph node
URYDL,sensory,glut,,,,,,subgraph node
URYDR,sensory,glut,,,,,,subgraph node
URYVL,sensory,glut,,,,,,subgraph node
URYVR,sensory,glut,,,,,,subgraph node
VA1,motor,ach,,,,,,subgraph node
VA10,motor,ach,,,,,,subgraph node
VA11,motor,ach,,,,,,subgraph node
VA12,motor,ach,,,,,,subgraph node
VA2,motor,ach,,,,,,subgraph node
VA3,motor,ach,,,,,,subgraph node
VA4,motor,ach,,,,,,subgraph node
VA5,motor,ach,,,,,,subgraph node
VA6,motor,ach,,,,,,subgraph node
VA7,motor,ach,,,,,,subgraph node
VA8,motor,ach,,,,,,subgraph node
VA9,motor,ach,,,,,,subgraph node
VB1,motor,ach,,,,,,subgraph node
VB10,motor,ach,,,,,,subgraph node
VB11,motor,ach,,,,,,subgraph node
VB2,motor,ach,,,,,,subgraph node
VB3,motor,ach,,,,,,subgraph node
VB4,motor,ach,,,,,,subgraph node
VB5,motor,ach,,,,,,subgraph node
VB6,motor,ach,,,,,,subgraph node
VB7,motor,ach,,,,,,subgraph node
VB8,motor,ach,,,,,,subgraph node
VB9,motor,ach,,,,,,subgraph node
VC3,motor,ach,,,,,,subgraph node
VC4,motor,ach,,,,,,subgraph node
VD1,motor,gaba,,,,,,subgraph node
VD11,motor,gaba,,,,,,subgraph node
VD13,motor,gaba,,,,,,subgraph node
VD3,motor,gaba,,,,,,subgraph node
VD5,motor,gaba,,,,,,subgraph node
VD6,motor,gaba,,,,,,subgraph node
,,glut,ADAL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ADAL,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ADAL,AVAL,chem,5.00,0.50,subgraph chem
,,glut,ADAL,AVAR,chem,5.00,0.50,subgraph chem
,,glut,ADAL,AVBL,chem,5.00,0.50,subgraph chem
,,glut,ADAL,AVBR,chem,5.00,0.50,subgraph chem
,,glut,ADAL,SMDVR,chem,5.00,0.50,subgraph chem
,,glut,ADAR,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ADAR,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ADAR,AVAR,chem,5.00,0.50,subgraph chem
,,glut,ADAR,AVBL,chem,5.00,0.50,subgraph chem
,,glut,ADAR,AVBR,chem,5.00,0.50,subgraph chem
,,glut,ADAR,SMDVL,chem,5.00,0.50,subgraph chem
,,dopamine,ADEL,AVAL,chem,0.00,0.50,subgraph chem
,,dopamine,ADEL,AVAR,chem,0.00,0.50,subgraph chem
,,dopamine,ADEL,RIAL,chem,0.00,0.50,subgraph chem
,,dopamine,ADER,AVAL,chem,0.00,0.50,subgraph chem
,,dopamine,ADER,AVAR,chem,0.00,0.50,subgraph chem
,,dopamine,ADER,RIAR,chem,0.00,0.50,subgraph chem
,,dopamine,ADER,SMDVR,chem,0.00,0.50,subgraph chem
,,serotonin,ADFL,AIBL,chem,0.00,0.50,subgraph chem
,,serotonin,ADFL,AIBR,chem,0.00,0.50,subgraph chem
,,serotonin,ADFL,RIAL,chem,0.00,0.50,subgraph chem
,,serotonin,ADFL,SMDVL,chem,0.00,0.50,subgraph chem
,,serotonin,ADFR,AIYR,chem,0.00,0.50,subgraph chem
,,serotonin,ADFR,RIAR,chem,0.00,0.50,subgraph chem
,,other,ADLL,AIBL,chem,0.00,0.50,subgraph chem
,,other,ADLL,ASEL,chem,0.00,0.50,subgraph chem
,,other,ADLL,ASER,chem,0.00,0.50,subgraph chem
,,other,ADLL,AVAL,chem,0.00,0.50,subgraph chem
,,other,ADLL,AVAR,chem,0.00,0.50,subgraph chem
,,other,ADLL,AVBL,chem,0.00,0.50,subgraph chem
,,other,ADLL,RIAL,chem,0.00,0.50,subgraph chem
,,other,ADLR,AIBR,chem,0.00,0.50,subgraph chem
,,other,ADLR,ASER,chem,0.00,0.50,subgraph chem
,,other,ADLR,AVAR,chem,0.00,0.50,subgraph chem
,,other,ADLR,AVBL,chem,0.00,0.50,subgraph chem
,,other,ADLR,AVBR,chem,0.00,0.50,subgraph chem
,,glut,AFDL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,AFDL,AIYL,chem,5.00,0.50,subgraph chem
,,glut,AFDL,ASEL,chem,5.00,0.50,subgraph chem
,,glut,AFDL,ASER,chem,5.00,0.50,subgraph chem
,,glut,AFDR,AIYR,chem,5.00,0.50,subgraph chem
,,glut,AFDR,ASEL,chem,5.00,0.50,subgraph chem
,,glut,AFDR,ASER,chem,5.00,0.50,subgraph chem
,,ach,AIAL,AIBL,chem,5.00,0.50,subgraph chem
,,ach,AIAL,ASEL,chem,5.00,0.50,subgraph chem
,,ach,AIAL,ASER,chem,5.00,0.50,subgraph chem
,,ach,AIAR,AIBR,chem,5.00,0.50,subgraph chem
,,ach,AIAR,ASER,chem,5.00,0.50,subgraph chem
,,glut,AIBL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,AIZR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,ASHL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,ASHR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,AVAL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,AVBL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,AVEL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,FLPL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,IL2DR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,RIBR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,RIFL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,RIGR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,RIML,chem,5.00,0.50,subgraph chem
,,glut,AIBL,RIMR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,RMFR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SAADL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SAADR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SAAVL,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SIADR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SIAVR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SIBDR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SMDDR,chem,5.00,0.50,subgraph chem
,,glut,AIBL,SMDVR,chem,5.00,0.50,subgraph chem
,,other,AIBR,ADLR,chem,0.00,0.50,subgraph chem
,,other,AIBR,AIAR,chem,0.00,0.50,subgraph chem
,,other,AIBR,AIYR,chem,0.00,0.50,subgraph chem
,,other,AIBR,AQR,chem,0.00,0.50,subgraph chem
,,other,AIBR,AUAL,chem,0.00,0.50,subgraph chem
,,other,AIBR,AVAR,chem,0.00,0.50,subgraph chem
,,other,AIBR,AVBR,chem,0.00,0.50,subgraph chem
,,other,AIBR,AVEL,chem,0.00,0.50,subgraph chem
,,other,AIBR,AWCR,chem,0.00,0.50,subgraph chem
,,other,AIBR,DVA,chem,0.00,0.50,subgraph chem
,,other,AIBR,RIAL,chem,0.00,0.50,subgraph chem
,,other,AIBR,RIBL,chem,0.00,0.50,subgraph chem
,,other,AIBR,RICR,chem,0.00,0.50,subgraph chem
,,other,AIBR,RIGL,chem,0.00,0.50,subgraph chem
,,other,AIBR,RIML,chem,0.00,0.50,subgraph chem
,,other,AIBR,RIMR,chem,0.00,0.50,subgraph chem
,,other,AIBR,RMFL,chem,0.00,0.50,subgraph chem
,,other,AIBR,SAADL,chem,0.00,0.50,subgraph chem
,,other,AIBR,SAADR,chem,0.00,0.50,subgraph chem
,,other,AIBR,SAAVR,chem,0.00,0.50,subgraph chem
,,other,AIBR,SIADL,chem,0.00,0.50,subgraph chem
,,other,AIBR,SIBVR,chem,0.00,0.50,subgraph chem
,,other,AIBR,SMDDL,chem,0.00,0.50,subgraph chem
,,other,AIBR,SMDVL,chem,0.00,0.50,subgraph chem
,,other,AIBR,VB1,chem,0.00,0.50,subgraph chem
,,glut,AIMR,AVAR,chem,5.00,0.50,subgraph chem
,,ach,AINL,ASEL,chem,5.00,0.50,subgraph chem
,,ach,AINR,AIBL,chem,5.00,0.50,subgraph chem
,,ach,AINR,ASEL,chem,5.00,0.50,subgraph chem
,,ach,AINR,ASER,chem,5.00,0.50,subgraph chem
,,ach,AIYL,AFDL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,AIBL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,AIZL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,ASER,chem,5.00,0.50,subgraph chem
,,ach,AIYL,AWAL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,AWCL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,AWCR,chem,5.00,0.50,subgraph chem
,,ach,AIYL,HSNR,chem,5.00,0.50,subgraph chem
,,ach,AIYL,RIAL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,RIBL,chem,5.00,0.50,subgraph chem
,,ach,AIYL,RIH,chem,5.00,0.50,subgraph chem
,,ach,AIYL,RIR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,ADFR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,AFDR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,AINL,chem,5.00,0.50,subgraph chem
,,ach,AIYR,AIYL,chem,5.00,0.50,subgraph chem
,,ach,AIYR,AIZR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,ASEL,chem,5.00,0.50,subgraph chem
,,ach,AIYR,ASER,chem,5.00,0.50,subgraph chem
,,ach,AIYR,ASGR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,AWAR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,AWBR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,BAGR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,RIAR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,RIBR,chem,5.00,0.50,subgraph chem
,,ach,AIYR,RIVR,chem,5.00,0.50,subgraph chem
,,glut,AIZL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,AIZL,AIBR,chem,5.00,0.50,subgraph chem
,,glut,AIZL,ASEL,chem,5.00,0.50,subgraph chem
,,glut,AIZL,RIAL,chem,5.00,0.50,subgraph chem
,,glut,AIZL,SMDVL,chem,5.00,0.50,subgraph chem
,,glut,AIZR,AIBL,chem,5.00,0.50,subgraph chem
,,glut,AIZR,AIBR,chem,5.00,0.50,subgraph chem
,,glut,AIZR,ASER,chem,5.00,0.50,subgraph chem
,,glut,AIZR,RIAR,chem,5.00,0.50,subgraph chem
,,glut,AIZR,SMDDR,chem,5.00,0.50,subgraph chem
,,other,ALA,AVAR,chem,0.00,0.50,subgraph chem
,,other,ALA,RIAR,chem,0.00,0.50,subgraph chem
,,glut,ALMR,SMDDL,chem,5.00,0.50,subgraph chem
,,ach,ALNL,RIAL,chem,5.00,0.50,subgraph chem
,,ach,ALNL,SMDVL,chem,5.00,0.50,subgraph chem
,,ach,ALNR,AVAL,chem,5.00,0.50,subgraph chem
,,ach,ALNR,SMDDR,chem,5.00,0.50,subgraph chem
,,ach,ALNR,SMDVL,chem,5.00,0.50,subgraph chem
,,glut,AQR,AVAL,chem,5.00,0.50,subgraph chem
,,glut,AQR,AVAR,chem,5.00,0.50,subgraph chem
,,glut,AQR,AVBL,chem,5.00,0.50,subgraph chem
,,glut,AQR,AVBR,chem,5.00,0.50,subgraph chem
,,glut,AQR,RIAL,chem,5.00,0.50,subgraph chem
,,glut,AQR,RIAR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,ADFR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AFDR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AIAL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AIYL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AIYR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AIZL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,ASER,chem,5.00,0.50,subgraph chem
,,glut,ASEL,ASJL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AWBL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AWCL,chem,5.00,0.50,subgraph chem
,,glut,ASEL,AWCR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,IL2R,chem,5.00,0.50,subgraph chem
,,glut,ASEL,OLLR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,RIAR,chem,5.00,0.50,subgraph chem
,,glut,ASEL,RIR,chem,5.00,0.50,subgraph chem
,,glut,ASER,ADLL,chem,5.00,0.50,subgraph chem
,,glut,ASER,ADLR,chem,5.00,0.50,subgraph chem
,,glut,ASER,AFDL,chem,5.00,0.50,subgraph chem
,,glut,ASER,AFDR,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIAL,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIAR,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIYL,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIYR,chem,5.00,0.50,subgraph chem
,,glut,ASER,AIZL,chem,5.00,0.50,subgraph chem
,,glut,ASER,ASEL,chem,5.00,0.50,subgraph chem
,,glut,ASER,ASHR,chem,5.00,0.50,subgraph chem
,,glut,ASER,ASKL,chem,5.00,0.50,subgraph chem
,,glut,ASER,AWAR,chem,5.00,0.50,subgraph chem
,,glut,ASER,AWCL,chem,5.00,0.50,subgraph chem
,,glut,ASER,AWCR,chem,5.00,0.50,subgraph chem
,,glut,ASGL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ASGR,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ASGR,AIYR,chem,5.00,0.50,subgraph chem
,,glut,ASGR,ASER,chem,5.00,0.50,subgraph chem
,,glut,ASHL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ASHL,AVAL,chem,5.00,0.50,subgraph chem
,,glut,ASHL,AVAR,chem,5.00,0.50,subgraph chem
,,glut,ASHL,AVBL,chem,5.00,0.50,subgraph chem
,,glut,ASHL,RIAL,chem,5.00,0.50,subgraph chem
,,glut,ASHR,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ASHR,AVAR,chem,5.00,0.50,subgraph chem
,,glut,ASHR,AVBR,chem,5.00,0.50,subgraph chem
,,glut,ASHR,RIAR,chem,5.00,0.50,subgraph chem
,,other,ASIL,AIBL,chem,0.00,0.50,subgraph chem
,,other,ASIL,AIYL,chem,0.00,0.50,subgraph chem
,,other,ASIL,AIYR,chem,0.00,0.50,subgraph chem
,,other,ASIL,ASER,chem,0.00,0.50,subgraph chem
,,other,ASIL,RIAL,chem,0.00,0.50,subgraph chem
,,other,ASIR,AIBR,chem,0.00,0.50,subgraph chem
,,other,ASIR,ASEL,chem,0.00,0.50,subgraph chem
,,other,ASIR,ASER,chem,0.00,0.50,subgraph chem
,,glut,ASKL,AIBL,chem,5.00,0.50,subgraph chem
,,glut,ASKL,ASER,chem,5.00,0.50,subgraph chem
,,glut,ASKR,AIBR,chem,5.00,0.50,subgraph chem
,,glut,ASKR,ASER,chem,5.00,0.50,subgraph chem
,,glut,AUAL,AIBR,chem,5.00,0.50,subgraph chem
,,glut,AUAL,AIYL,chem,5.00,0.50,subgraph chem
,,glut,AUAL,AVAL,chem,5.00,0.50,subgraph chem
,,glut,AUAL,RIAL,chem,5.00,0.50,subgraph chem
,,glut,AUAR,AIYR,chem,5.00,0.50,subgraph chem
,,glut,AUAR,AVAR,chem,5.00,0.50,subgraph chem
,,glut,AUAR,RIAR,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS10,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS11,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS2,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS4,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS5,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS7,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS8,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AS9,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AVAR,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AVBL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AVDL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AVDR,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AVEL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,AVER,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA1,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA2,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA3,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA4,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA5,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA7,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA8,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DA9,chem,5.00,0.50,subgraph chem
,,glut,AVAL,DB7,chem,5.00,0.50,subgraph chem
,,glut,AVAL,LUAL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,LUAR,chem,5.00,0.50,subgraph chem
,,glut,AVAL,PVCL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,PVCR,chem,5.00,0.50,subgraph chem
,,glut,AVAL,PVNL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,RIAL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,SABVL,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA1,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA10,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA11,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA12,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA2,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA3,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA4,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA5,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA6,chem,5.00,0.50,subgraph chem
,,glut,AVAL,VA7,chem,5.00,0.50,subgraph chem
