synapse_from,synapse_to,synapse_type,neurotransmitter,receptor,g_max_ns,delay_ms,weight,note
3158543,6451332,chem,cholinergic,ampa,5.00,0.50,24,子图 AWC 嗅觉 内部化学连接
3158543,7845346,chem,cholinergic,ampa,5.00,0.50,82,子图 AWC 嗅觉 内部化学连接
3158543,8276782,chem,cholinergic,ampa,5.00,0.50,9,子图 AWC 嗅觉 内部化学连接
3158543,8480221,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3158543,11543212,chem,cholinergic,ampa,5.00,0.50,11,子图 AWC 嗅觉 内部化学连接
3158543,16795524,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3410499,3450442,chem,cholinergic,ampa,5.00,0.50,10,子图 AWC 嗅觉 内部化学连接
3410499,3486381,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3410499,5261424,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3410499,7873135,chem,cholinergic,ampa,5.00,0.50,91,子图 AWC 嗅觉 内部化学连接
3410499,8276782,chem,cholinergic,ampa,5.00,0.50,11,子图 AWC 嗅觉 内部化学连接
3410499,8509534,chem,cholinergic,ampa,5.00,0.50,16,子图 AWC 嗅觉 内部化学连接
3410499,9119558,chem,cholinergic,ampa,5.00,0.50,8,子图 AWC 嗅觉 内部化学连接
3410499,10990803,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3410506,3450442,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3410506,4354933,chem,cholinergic,ampa,5.00,0.50,72,子图 AWC 嗅觉 内部化学连接
3410506,5261424,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3410506,6451332,chem,cholinergic,ampa,5.00,0.50,19,子图 AWC 嗅觉 内部化学连接
3410506,7092417,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3410506,7515491,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3410506,7851153,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3410506,8276782,chem,cholinergic,ampa,5.00,0.50,13,子图 AWC 嗅觉 内部化学连接
3410506,11543212,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450442,2568522,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3450442,3450442,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450442,3450751,chem,cholinergic,ampa,5.00,0.50,8,子图 AWC 嗅觉 内部化学连接
3450442,8276782,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3450442,8704079,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3450751,2568465,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3450751,2568522,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450751,3450442,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3450751,3450751,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450751,4260935,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3450751,5679304,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450751,7092086,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450751,8509534,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3450751,12617396,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3450751,17036132,chem,cholinergic,ampa,5.00,0.50,9,子图 AWC 嗅觉 内部化学连接
3450751,17036160,chem,cholinergic,ampa,5.00,0.50,12,子图 AWC 嗅觉 内部化学连接
3464773,3486381,chem,cholinergic,ampa,5.00,0.50,119,子图 AWC 嗅觉 内部化学连接
3464773,7865767,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3464773,7873135,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3464773,8276782,chem,cholinergic,ampa,5.00,0.50,9,子图 AWC 嗅觉 内部化学连接
3464773,8509534,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3464773,9119558,chem,cholinergic,ampa,5.00,0.50,11,子图 AWC 嗅觉 内部化学连接
3465659,3450442,chem,cholinergic,ampa,5.00,0.50,42,子图 AWC 嗅觉 内部化学连接
3465659,3712893,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3465659,7843730,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3465659,7934904,chem,cholinergic,ampa,5.00,0.50,48,子图 AWC 嗅觉 内部化学连接
3465659,7935088,chem,cholinergic,ampa,5.00,0.50,39,子图 AWC 嗅觉 内部化学连接
3465659,8480221,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3465659,8509534,chem,cholinergic,ampa,5.00,0.50,6,子图 AWC 嗅觉 内部化学连接
3465659,9589146,chem,cholinergic,ampa,5.00,0.50,14,子图 AWC 嗅觉 内部化学连接
3486381,2568522,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3486381,3486381,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3486381,4260935,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3486381,4493199,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3486381,4985759,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3486381,5261424,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3486381,7865767,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3486381,8276782,chem,cholinergic,ampa,5.00,0.50,6,子图 AWC 嗅觉 内部化学连接
3486381,11067379,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3486381,16795524,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3486381,16795838,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3486381,17743170,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3511996,3450442,chem,cholinergic,ampa,5.00,0.50,16,子图 AWC 嗅觉 内部化学连接
3511996,3712893,chem,cholinergic,ampa,5.00,0.50,11,子图 AWC 嗅觉 内部化学连接
3511996,6451332,chem,cholinergic,ampa,5.00,0.50,17,子图 AWC 嗅觉 内部化学连接
3511996,7107433,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3511996,7515491,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3511996,8276782,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3511996,8399890,chem,cholinergic,ampa,5.00,0.50,70,子图 AWC 嗅觉 内部化学连接
3511996,8480221,chem,cholinergic,ampa,5.00,0.50,34,子图 AWC 嗅觉 内部化学连接
3511996,8704079,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3511996,11543212,chem,cholinergic,ampa,5.00,0.50,18,子图 AWC 嗅觉 内部化学连接
3511996,12225666,chem,cholinergic,ampa,5.00,0.50,6,子图 AWC 嗅觉 内部化学连接
3511996,16795524,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3511996,16795838,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3538129,3712893,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3538129,3756659,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3538129,4327684,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3538129,6451332,chem,cholinergic,ampa,5.00,0.50,7,子图 AWC 嗅觉 内部化学连接
3538129,9119558,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3538129,9971209,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3538129,11248536,chem,cholinergic,ampa,5.00,0.50,6,子图 AWC 嗅觉 内部化学连接
3538129,11543212,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3538129,13589251,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3538129,16795524,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3538129,16795838,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3547397,3486381,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3547397,4354933,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3547397,5261424,chem,cholinergic,ampa,5.00,0.50,6,子图 AWC 嗅觉 内部化学连接
3547397,7865696,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3547397,7865767,chem,cholinergic,ampa,5.00,0.50,100,子图 AWC 嗅觉 内部化学连接
3547397,8509534,chem,cholinergic,ampa,5.00,0.50,21,子图 AWC 嗅觉 内部化学连接
3547397,9119558,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3586984,2568522,chem,other,none,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3586984,3450442,chem,other,none,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3586984,8480221,chem,other,none,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3586984,8509534,chem,other,none,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3586984,8704079,chem,other,none,5.00,0.50,30,子图 AWC 嗅觉 内部化学连接
3586984,9589146,chem,other,none,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3586984,12000033,chem,other,none,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3586984,12225666,chem,other,none,5.00,0.50,13,子图 AWC 嗅觉 内部化学连接
3586984,12424328,chem,other,none,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3592997,2612527,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3592997,7198338,chem,cholinergic,ampa,5.00,0.50,70,子图 AWC 嗅觉 内部化学连接
3592997,7851153,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3592997,7852250,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3592997,7865652,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3592997,8276782,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3592997,8509534,chem,cholinergic,ampa,5.00,0.50,15,子图 AWC 嗅觉 内部化学连接
3592997,9119558,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3650006,12617396,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3690921,3002410,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3690921,3690921,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3690921,3869488,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3690921,4620453,chem,cholinergic,ampa,5.00,0.50,7,子图 AWC 嗅觉 内部化学连接
3690921,9291474,chem,cholinergic,ampa,5.00,0.50,13,子图 AWC 嗅觉 内部化学连接
3694515,3158543,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3694515,3712893,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3694515,4354933,chem,cholinergic,ampa,5.00,0.50,8,子图 AWC 嗅觉 内部化学连接
3694515,6451332,chem,cholinergic,ampa,5.00,0.50,56,子图 AWC 嗅觉 内部化学连接
3694515,7092417,chem,cholinergic,ampa,5.00,0.50,66,子图 AWC 嗅觉 内部化学连接
3694515,7107433,chem,cholinergic,ampa,5.00,0.50,20,子图 AWC 嗅觉 内部化学连接
3694515,7515491,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3694515,7865652,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3694515,8276782,chem,cholinergic,ampa,5.00,0.50,18,子图 AWC 嗅觉 内部化学连接
3694515,8480221,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3694515,11543212,chem,cholinergic,ampa,5.00,0.50,19,子图 AWC 嗅觉 内部化学连接
3708875,3450442,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,3712893,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3708875,3716797,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,5261424,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,6451332,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3708875,7092417,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,7107433,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3708875,7515491,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,7845346,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,7852250,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,8021456,chem,cholinergic,ampa,5.00,0.50,104,子图 AWC 嗅觉 内部化学连接
3708875,8276782,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,8704079,chem,cholinergic,ampa,5.00,0.50,33,子图 AWC 嗅觉 内部化学连接
3708875,10990803,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3708875,11543212,chem,cholinergic,ampa,5.00,0.50,16,子图 AWC 嗅觉 内部化学连接
3708875,12225666,chem,cholinergic,ampa,5.00,0.50,18,子图 AWC 嗅觉 内部化学连接
3708875,16795524,chem,cholinergic,ampa,5.00,0.50,10,子图 AWC 嗅觉 内部化学连接
3708875,16795838,chem,cholinergic,ampa,5.00,0.50,13,子图 AWC 嗅觉 内部化学连接
3712893,2439134,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3712893,3712893,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3712893,4099900,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3712893,4152020,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3712893,4876704,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3712893,7092086,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3712893,8293958,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3712893,10955244,chem,cholinergic,ampa,5.00,0.50,6,子图 AWC 嗅觉 内部化学连接
3712893,11248536,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3712893,11543212,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3712893,16795838,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3712893,17743170,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3716797,3450442,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3716797,3712893,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3716797,5261424,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3716797,6451332,chem,cholinergic,ampa,5.00,0.50,15,子图 AWC 嗅觉 内部化学连接
3716797,7092417,chem,cholinergic,ampa,5.00,0.50,13,子图 AWC 嗅觉 内部化学连接
3716797,7107433,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3716797,7851153,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3716797,7852250,chem,cholinergic,ampa,5.00,0.50,60,子图 AWC 嗅觉 内部化学连接
3716797,8021456,chem,cholinergic,ampa,5.00,0.50,5,子图 AWC 嗅觉 内部化学连接
3716797,8276782,chem,cholinergic,ampa,5.00,0.50,7,子图 AWC 嗅觉 内部化学连接
3716797,8480221,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3716797,8704079,chem,cholinergic,ampa,5.00,0.50,11,子图 AWC 嗅觉 内部化学连接
3716797,11543212,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3716797,16795524,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3716797,16795838,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3756659,3002410,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3756659,3538129,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3756659,3814635,chem,cholinergic,ampa,5.00,0.50,2,子图 AWC 嗅觉 内部化学连接
3756659,3869488,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3756659,3991518,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3756659,4099900,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3756659,4152020,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3756659,4620453,chem,cholinergic,ampa,5.00,0.50,4,子图 AWC 嗅觉 内部化学连接
3756659,4876704,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3756659,9119558,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
3756659,9291474,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3756659,16795524,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3756659,16795838,chem,cholinergic,ampa,5.00,0.50,3,子图 AWC 嗅觉 内部化学连接
3768025,2568522,chem,cholinergic,ampa,5.00,0.50,1,子图 AWC 嗅觉 内部化学连接
