# index, node_type, node_subtype, name, _pos
71,SENSORY NEURONS,,AFDL,"array([2.63940058, 3.23624412])"
72,SENSORY NEURONS,,AFDR,"array([2.8777359 , 4.16694152])"
73,SENSORY NEURONS,,AWCL,"array([3.7278406 , 2.49231467])"
74,SENSORY NEURONS,,AWCR,"array([3.39346935, 2.63208339])"
75,SENSORY NEURONS,,ASKL,"array([3.78069989, 4.9917496 ])"
76,SENSORY NEURONS,,ASKR,"array([4.37905325, 4.47024895])"
77,SENSORY NEURONS,,ASHL,"array([5.39165635, 3.7293199 ])"
78,SENSORY NEURONS,,ASHR,"array([5.63006031, 3.49130245])"
79,SENSORY NEURONS,,ADLL,"array([5.06860373, 3.44619285])"
80,SENSORY NEURONS,,ADLR,"array([5.55518956, 2.79856412])"
81,SENSORY NEURONS,,BAGL,"array([4.64928122, 2.3313979 ])"
82,SENSORY NEURONS,,BAGR,"array([4.35313575, 2.22140194])"
83,SENSORY NEURONS,,URXL,"array([5.37007711, 2.53245185])"
84,SENSORY NEURONS,,URXR,"array([5.53291111, 1.89653106])"
85,SENSORY NEURONS,,ALNL,"array([3.52910508, 0.57751453])"
86,SENSORY NEURONS,,ALNR,"array([6.97147268, 0.46325196])"
87,SENSORY NEURONS,,PLNL,"array([2.219484  , 1.79708326])"
88,SENSORY NEURONS,,PLNR,"array([2.57961021, 0.8726139 ])"
89,SENSORY NEURONS,,SDQL,"array([7.37121931, 1.69555904])"
90,SENSORY NEURONS,,SDQR,"array([7.18761322, 1.22791339])"
91,SENSORY NEURONS,,AQR,"array([5.93089475, 3.5792428 ])"
92,SENSORY NEURONS,,PQR,"array([7.81742515, 4.81752356])"
93,SENSORY NEURONS,,ALML,"array([6.37767014, 2.22041644])"
94,SENSORY NEURONS,,ALMR,"array([7.60432009, 0.77193254])"
95,SENSORY NEURONS,,AVM,"array([8.04497032, 2.84514672])"
96,SENSORY NEURONS,,PVM,"array([8.42163238, 4.28393049])"
97,SENSORY NEURONS,,PLML,"array([ 16.63818538, -19.30786163])"
98,SENSORY NEURONS,,PLMR,"array([-13.29690609,  14.44619135])"
99,SENSORY NEURONS,,FLPL,"array([7.35985231, 2.28189307])"
100,SENSORY NEURONS,,FLPR,"array([7.80367324, 2.40586673])"
101,SENSORY NEURONS,,DVA,"array([6.73104514, 3.29003978])"
102,SENSORY NEURONS,,PVDL,"array([11.89771057,  6.75908459])"
103,SENSORY NEURONS,,PVDR,"array([ 4.63007931, 24.29200111])"
104,SENSORY NEURONS,,ADEL,"array([5.6450014 , 1.10451337])"
105,SENSORY NEURONS,,ADER,"array([6.48071274, 1.3814038 ])"
106,SENSORY NEURONS,,PDEL,"array([8.20864757, 3.74059606])"
107,SENSORY NEURONS,,PDER,"array([8.17110021, 3.30523861])"
108,SENSORY NEURONS,,PHAL,"array([6.45008758, 5.21689659])"
109,SENSORY NEURONS,,PHAR,"array([6.00848347, 5.31712931])"
110,SENSORY NEURONS,,PHBL,"array([7.6042201 , 5.19366248])"
111,SENSORY NEURONS,,PHBR,"array([6.78709893, 5.47760778])"
112,SENSORY NEURONS,,PHCL,"array([6.25431322, 5.74093233])"
113,SENSORY NEURONS,,PHCR,"array([6.33811339, 6.22006919])"
114,SENSORY NEURONS,,IL2DL,"array([ 5.09547608, -0.58218921])"
115,SENSORY NEURONS,,IL2DR,"array([ 4.96311168, -1.60656906])"
116,SENSORY NEURONS,,IL2L,"array([3.95188533, 0.56339651])"
117,SENSORY NEURONS,,IL2R,"array([ 4.88278516, -0.01865473])"
118,SENSORY NEURONS,,IL2VL,"array([3.07362989, 0.55709232])"
119,SENSORY NEURONS,,IL2VR,"array([3.54465189, 0.94773223])"
120,SENSORY NEURONS,,CEPDL,"array([5.22846487, 1.24480207])"
121,SENSORY NEURONS,,CEPDR,"array([6.26644745, 0.03893765])"
122,SENSORY NEURONS,,CEPVL,"array([4.97491417, 0.6290162 ])"
123,SENSORY NEURONS,,CEPVR,"array([4.48492947, 1.47843266])"
124,SENSORY NEURONS,,URYDL,"array([5.34856196, 0.49026798])"
125,SENSORY NEURONS,,URYDR,"array([ 6.45872819, -0.33577326])"
126,SENSORY NEURONS,,URYVL,"array([5.4301977 , 1.59196449])"
127,SENSORY NEURONS,,URYVR,"array([4.92976615, 1.28069271])"
128,SENSORY NEURONS,,OLLL,"array([4.84394908, 0.26838916])"
129,SENSORY NEURONS,,OLLR,"array([5.15528122, 0.27985662])"
130,SENSORY NEURONS,,OLQDL,"array([ 5.81683054, -0.78756072])"
131,SENSORY NEURONS,,OLQDR,"array([ 4.48437683, -0.61435925])"
132,SENSORY NEURONS,,OLQVL,"array([4.17248895, 1.43391672])"
133,SENSORY NEURONS,,OLQVR,"array([3.39766561, 1.28368113])"
134,SENSORY NEURONS,,IL1DL,"array([ 6.11324497, -1.01061233])"
135,SENSORY NEURONS,,IL1DR,"array([ 5.80380924, -1.55291007])"
136,SENSORY NEURONS,,IL1L,"array([ 4.81635218, -0.74042992])"
137,SENSORY NEURONS,,IL1R,"array([ 5.43346684, -0.68689555])"
138,SENSORY NEURONS,,IL1VL,"array([ 3.86942358, -0.5940677 ])"
139,SENSORY NEURONS,,IL1VR,"array([ 3.28879701, -0.23283346])"
140,INTERNEURONS,,AINL,"array([4.31681035, 3.10337473])"
141,INTERNEURONS,,AINR,"array([3.66757506, 3.50464885])"
142,INTERNEURONS,,AIML,"array([5.09877616, 3.84885692])"
143,INTERNEURONS,,AIMR,"array([5.41240644, 3.25670335])"
144,INTERNEURONS,,RIH,"array([4.3120132 , 1.05569834])"
145,INTERNEURONS,,URBL,"array([5.28963313, 0.94070406])"
146,INTERNEURONS,,URBR,"array([6.32492366, 0.75105977])"
147,INTERNEURONS,,RIR,"array([5.10014601, 3.16535187])"
148,INTERNEURONS,,AIYL,"array([3.36444876, 3.25175824])"
149,INTERNEURONS,,AIYR,"array([3.12397917, 2.99831428])"
150,INTERNEURONS,,AIAL,"array([-17.86617257,   4.85893635])"
151,INTERNEURONS,,AIAR,"array([4.2851174 , 3.94979242])"
152,INTERNEURONS,,AUAL,"array([4.75937086, 3.11682556])"
153,INTERNEURONS,,AUAR,"array([4.11399705, 2.73579621])"
154,INTERNEURONS,,AIZL,"array([5.05101246, 2.29340409])"
155,INTERNEURONS,,AIZR,"array([4.75989874, 2.7932528 ])"
156,INTERNEURONS,,RIS,"array([6.30308633, 1.08447114])"
157,INTERNEURONS,,ALA,"array([4.94596461, 4.39204693])"
158,INTERNEURONS,,PVQL,"array([5.73072233, 4.73911644])"
159,INTERNEURONS,,PVQR,"array([6.29978586, 4.27408825])"
160,INTERNEURONS,,ADAL,"array([6.0306663 , 2.45272354])"
161,INTERNEURONS,,ADAR,"array([5.77639844, 2.1514215 ])"
162,INTERNEURONS,,RIFL,"array([6.15142739, 2.97723898])"
163,INTERNEURONS,,RIFR,"array([5.80924184, 3.15795439])"
164,INTERNEURONS,,BDUL,"array([6.47448784, 2.59444603])"
165,INTERNEURONS,,BDUR,"array([7.04464744, 1.94429605])"
166,INTERNEURONS,,PVR,"array([  1.52251583, -18.07387315])"
167,INTERNEURONS,,AVFL,"array([7.0963373, 4.0411108])"
168,INTERNEURONS,,AVFR,"array([6.51483159, 3.46782829])"
169,INTERNEURONS,,AVHL,"array([6.50104252, 2.96044814])"
170,INTERNEURONS,,AVHR,"array([5.98061918, 4.00600589])"
171,INTERNEURONS,,PVPL,"array([6.31157471, 3.83011861])"
172,INTERNEURONS,,PVPR,"array([6.91618168, 3.76584   ])"
173,INTERNEURONS,,LUAL,"array([7.29689054, 4.79010296])"
174,INTERNEURONS,,LUAR,"array([6.90746974, 5.04780358])"
175,INTERNEURONS,,PVNL,"array([7.49873975, 4.43784396])"
176,INTERNEURONS,,PVNR,"array([7.82405404, 4.38158455])"
177,INTERNEURONS,,AVG,"array([7.98743479, 4.11829441])"
178,INTERNEURONS,,DVB,"array([5.80953858, 6.17180045])"
179,INTERNEURONS,,RIBL,"array([4.85593208, 1.99196104])"
180,INTERNEURONS,,RIBR,"array([5.13274577, 1.50791311])"
181,INTERNEURONS,,RIGL,"array([5.22187821, 2.78336276])"
182,INTERNEURONS,,RIGR,"array([5.65702831, 2.48364684])"
183,INTERNEURONS,,RMGL,"array([5.77021431, 1.76996253])"
184,INTERNEURONS,,RMGR,"array([6.08400591, 1.79541667])"
185,INTERNEURONS,,AIBL,"array([4.99989655, 2.56663963])"
186,INTERNEURONS,,AIBR,"array([5.37074619, 2.27647529])"
187,INTERNEURONS,,RICL,"array([5.83455682, 0.87738606])"
188,INTERNEURONS,,RICR,"array([5.98038975, 1.1562911 ])"
189,INTERNEURONS,,SAADL,"array([5.7964702, 1.4506675])"
190,INTERNEURONS,,SAADR,"array([5.51881477, 1.3746967 ])"
191,INTERNEURONS,,SAAVL,"array([4.40422272, 1.86825961])"
192,INTERNEURONS,,SAAVR,"array([6.7289051 , 1.24486213])"
193,INTERNEURONS,,AVKL,"array([6.68783489, 2.30231984])"
194,INTERNEURONS,,AVKR,"array([6.98297242, 1.58020885])"
195,INTERNEURONS,,DVC,"array([5.92766396, 2.74968621])"
196,INTERNEURONS,,AVJL,"array([6.86142119, 3.53411677])"
197,INTERNEURONS,,AVJR,"array([7.14373512, 3.33780989])"
198,INTERNEURONS,,PVT,"array([6.26379476, 3.38149055])"
199,INTERNEURONS,,AVDL,"array([7.52331244, 3.31351519])"
200,INTERNEURONS,,AVDR,"array([7.19763966, 3.65561821])"
201,INTERNEURONS,,AVL,"array([20.2562001 , -8.87373049])"
202,INTERNEURONS,,PVWL,"array([8.43456111, 5.59654827])"
203,INTERNEURONS,,PVWR,"array([7.22840031, 5.71779136])"
204,INTERNEURONS,,RIAL,"array([4.93850757, 1.73292718])"
205,INTERNEURONS,,RIAR,"array([4.77634616, 1.58127566])"
206,INTERNEURONS,,RIML,"array([6.11556582, 1.49351256])"
207,INTERNEURONS,,RIMR,"array([6.37710451, 1.72943418])"
208,INTERNEURONS,,AVEL,"array([6.98443858, 2.3068905 ])"
209,INTERNEURONS,,AVER,"array([6.68247382, 1.91525328])"
210,INTERNEURONS,,RMFL,"array([6.08182354, 2.09305205])"
211,INTERNEURONS,,RMFR,"array([6.67888006, 0.89992338])"
212,INTERNEURONS,,RID,"array([7.53959207, 2.79486894])"
213,INTERNEURONS,,AVBL,"array([6.97894323, 2.88356927])"
214,INTERNEURONS,,AVBR,"array([7.20125544, 2.70075608])"
215,INTERNEURONS,,AVAL,"array([6.92537529, 3.11096469])"
216,INTERNEURONS,,AVAR,"array([7.34511905, 3.09397663])"
217,INTERNEURONS,,PVCL,"array([7.60462559, 3.59655508])"
218,INTERNEURONS,,PVCR,"array([7.75909943, 3.94054313])"
219,INTERNEURONS,,RIPL,"array([4.24238487, 0.58212771])"
220,INTERNEURONS,,RIPR,"array([4.61286628, 0.50362578])"
221,MOTOR NEURONS,HEAD MOTOR NEURONS,URADL,"array([ 5.5487199 , -1.23145968])"
222,MOTOR NEURONS,HEAD MOTOR NEURONS,URADR,"array([ 6.32141764, -1.53267757])"
223,MOTOR NEURONS,HEAD MOTOR NEURONS,URAVL,"array([ 4.27295971, -0.16463124])"
224,MOTOR NEURONS,HEAD MOTOR NEURONS,URAVR,"array([3.71437981, 0.18897724])"
225,MOTOR NEURONS,HEAD MOTOR NEURONS,RMEL,"array([ 4.45689603, -1.66804946])"
226,MOTOR NEURONS,HEAD MOTOR NEURONS,RMER,"array([ 3.96810312, -0.98118205])"
227,MOTOR NEURONS,HEAD MOTOR NEURONS,RMED,"array([ 4.64709905, -0.26571677])"
228,MOTOR NEURONS,HEAD MOTOR NEURONS,RMEV,"array([ 5.44865289, -0.29801734])"
229,MOTOR NEURONS,HEAD MOTOR NEURONS,RMDDL,"array([ 6.00982184, -0.27680472])"
230,MOTOR NEURONS,HEAD MOTOR NEURONS,RMDDR,"array([ 5.74333326, -0.34708153])"
231,MOTOR NEURONS,HEAD MOTOR NEURONS,RMDL,"array([5.59505585, 0.26690422])"
232,MOTOR NEURONS,HEAD MOTOR NEURONS,RMDR,"array([5.50510654, 0.74843682])"
233,MOTOR NEURONS,HEAD MOTOR NEURONS,RMDVL,"array([4.21516964, 0.19869725])"
234,MOTOR NEURONS,HEAD MOTOR NEURONS,RMDVR,"array([ 5.09208194, -0.24158934])"
235,MOTOR NEURONS,HEAD MOTOR NEURONS,RIVL,"array([3.94964485, 0.95531789])"
236,MOTOR NEURONS,HEAD MOTOR NEURONS,RIVR,"array([4.50849093, 0.1739856 ])"
237,MOTOR NEURONS,HEAD MOTOR NEURONS,RMHL,"array([5.85734106, 0.07310667])"
238,MOTOR NEURONS,HEAD MOTOR NEURONS,RMHR,"array([ 5.32771944, -0.00624456])"
239,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SABD,"array([6.87905848, 4.50251759])"
240,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SABVL,"array([8.22615457, 2.37905339])"
241,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SABVR,"array([6.30212681, 4.74734425])"
242,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMDDL,"array([6.07343253, 0.27366087])"
243,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMDDR,"array([4.9615266 , 0.91989197])"
244,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMDVL,"array([4.62349697, 0.81391256])"
245,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMDVR,"array([6.02951769, 0.64207942])"
246,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMBDL,"array([6.40546774, 0.43348175])"
247,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMBDR,"array([5.72677921, 0.54438297])"
248,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMBVL,"array([5.22265168, 1.84759448])"
249,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SMBVR,"array([4.64182196, 1.15969401])"
250,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIBDL,"array([3.47299651, 1.98645615])"
251,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIBDR,"array([ 1.74132989, 19.85200322])"
252,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIBVL,"array([7.56817839, 1.2696805 ])"
253,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIBVR,"array([-0.59476026, 21.58884034])"
254,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIADL,"array([7.18560673, 0.82171686])"
255,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIADR,"array([3.94881539, 1.77840943])"
256,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIAVL,"array([ 3.80784148, -0.17922147])"
257,MOTOR NEURONS,SUBLATERAL MOTOR NEURONS,SIAVR,"array([3.7402362 , 1.42318724])"
258,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA01,"array([8.30382958, 1.16417667])"
259,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA02,"array([8.63848568, 1.90271965])"
260,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA03,"array([9.05298768, 2.57191402])"
261,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA04,"array([9.38520858, 3.6031341 ])"
262,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA05,"array([8.87059641, 4.45787407])"
263,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA06,"array([9.17994541, 4.18223958])"
264,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA07,"array([8.25632793, 5.03738352])"
265,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA08,"array([7.20733202, 5.29867522])"
266,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DA09,"array([6.85123255, 6.0111991 ])"
267,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,PDA,"array([6.26616995, 7.17360953])"
268,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB01,"array([9.29944845, 1.58388803])"
269,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB02,"array([9.96523719, 2.72075852])"
270,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB03,"array([9.05057427, 3.74986815])"
271,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB04,"array([9.41050746, 4.53140395])"
272,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB05,"array([ 0.64602742, 24.37753212])"
273,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB06,"array([  3.98180865, -15.79423739])"
274,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DB07,"array([8.06259673, 5.49019686])"
275,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS01,"array([8.76387859, 0.64369283])"
276,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS02,"array([9.34591523, 1.16075203])"
277,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS03,"array([9.89557082, 1.66341003])"
278,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS04,"array([9.43873192, 3.09689994])"
279,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS05,"array([9.18084768, 4.86904423])"
280,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS06,"array([10.87312409,  4.63825561])"
281,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS07,"array([-12.11764766,   1.79602845])"
282,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS08,"array([-8.78811432, 15.96820205])"
283,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS09,"array([ -1.16423758, -14.71403789])"
284,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS10,"array([8.42129358, 4.69726282])"
285,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,AS11,"array([7.96009312, 5.95402567])"
286,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,PDB,"array([5.95930687, 8.31750222])"
287,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DD01,"array([8.8634814 , 1.53830356])"
288,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DD02,"array([9.79512997, 3.29908951])"
289,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DD03,"array([10.29722263,  4.35805429])"
290,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DD04,"array([-8.74745798, 21.49123762])"
291,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DD05,"array([-9.60825974, 10.79136165])"
292,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,DD06,"array([6.87291595, 6.69285884])"
293,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA01,"array([8.33999525, 0.74760289])"
294,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA02,"array([8.12391768, 1.74893922])"
295,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA03,"array([9.29221236, 2.24591603])"
296,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA04,"array([9.05951024, 2.92365539])"
297,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA05,"array([-5.98263581, 15.23247125])"
298,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA06,"array([9.59772944, 4.16467951])"
299,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA07,"array([10.63505464,  5.25558725])"
300,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA08,"array([9.88293586, 6.30754727])"
301,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA09,"array([ 2.64477311, 22.38015173])"
302,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA10,"array([8.71354347, 5.08113247])"
303,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA11,"array([7.57627727, 6.19056954])"
304,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VA12,"array([7.58919826, 5.6829578 ])"
305,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB01,"array([7.59309183, 1.93370052])"
306,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB02,"array([8.6902022, 2.2544718])"
307,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB03,"array([10.58906255,  2.77757831])"
308,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB04,"array([10.45518917,  3.93639086])"
309,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB05,"array([11.63052226,  4.75060214])"
310,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB06,"array([9.60711045, 5.41711891])"
311,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB07,"array([9.15940217, 5.79584205])"
312,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB08,"array([ 11.6662616 , -17.17510628])"
313,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB09,"array([24.45365606,  0.21430384])"
314,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB10,"array([7.00766361, 7.40420079])"
315,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VB11,"array([8.40668952, 6.17004166])"
316,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD01,"array([8.46960318, 1.52043851])"
317,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD02,"array([8.91450829, 1.11043351])"
318,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD03,"array([9.81478031, 2.28371379])"
319,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD04,"array([10.49496824,  3.43825399])"
320,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD05,"array([9.90031709, 3.75892925])"
321,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD06,"array([9.92008281, 4.68125491])"
322,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD07,"array([10.53832228,  5.92910019])"
323,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD08,"array([ -3.70378552, -13.70700664])"
324,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD09,"array([ -7.59480121, -20.38464856])"
325,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD10,"array([ -5.76655624, -15.51441175])"
326,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD11,"array([7.29020026, 6.51583644])"
327,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD12,"array([8.39571024, 6.81148952])"
328,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD13,"array([7.87731821, 6.73968368])"
329,MOTOR NEURONS,BODYWALL MUSCLES,dBWML1,"array([ 6.0739916 , -2.06822615])"
